index,corr_coef
129,-0.445700204231
130,-0.456270385524
131,-0.459139405888
132,-0.454166897244
133,-0.442924150363
134,-0.427510164798
135,-0.409332684744
136,-0.390418503139
137,-0.371462713588
138,-0.350378972375
139,-0.322531006963
140,-0.280917210203
141,-0.220397881027
142,-0.141783071843
143,-0.0524301118536
144,0.03605746291
145,0.115399374995
146,0.187102393356
147,0.256696748033
148,0.328106559281
149,0.400556607097
150,0.469157382263
151,0.530647924304
152,0.586318328757
153,0.641317785061
154,0.698157386011
155,0.743676829077
156,0.762419169157
157,0.744806655726
158,0.684979157309
159,0.585409915367
160,0.462288235407
161,0.339468320665
162,0.237156275882
163,0.16496472283
164,0.118730409244
165,0.0843013771023
166,0.0431618000193
167,-0.0148795946762
168,-0.0868872511642
169,-0.162137092226
170,-0.22913916378
171,-0.281983673646
172,-0.319651188161
173,-0.345168902876
174,-0.360806912047
175,-0.366978216938
176,-0.365086631294
177,-0.356638735502
178,-0.345869643773
179,-0.338073049738
180,-0.337759095674
181,-0.346392166392
182,-0.361897905791
183,-0.379409852372
184,-0.394573098175
185,-0.406011645678
186,-0.412461655172
187,-0.413464232573
188,-0.408906293088
189,-0.399300495268
190,-0.384837888959
191,-0.363545678108
192,-0.335657934159
193,-0.30236885904
194,-0.259749280386
195,-0.199856740839
196,-0.116455984584
197,-0.00860867436958
198,0.115808116788
199,0.23835329556
200,0.330237949091
201,0.383067821041
202,0.419394972434
203,0.467646085614
204,0.551182932728
205,0.674911990127
206,0.808241070144
207,0.907798774143
208,0.939335053135
209,0.895315218839
210,0.792122202196
211,0.658144492033
212,0.52132392648
213,0.400861603425
214,0.310488784635
215,0.247549537542
216,0.200262125513
217,0.154160695235
218,0.0963180865106
219,0.0231428696593
220,-0.0617714693393
221,-0.150971677125
222,-0.233892077979
223,-0.299665072718
224,-0.343183276036
225,-0.364573656411
226,-0.370017508334
227,-0.367449945812
228,-0.363831633159
229,-0.365229946739
230,-0.371286371661
231,-0.379754469856
232,-0.38946243479
233,-0.400956635527
234,-0.414885775409
235,-0.432839910409
236,-0.453297071232
237,-0.472385164681
238,-0.487427905379
239,-0.497124101762
240,-0.498289161476
241,-0.486638647166
242,-0.458008827535
243,-0.409134215184
244,-0.342448029811
245,-0.264172620286
246,-0.183641923751
247,-0.109647474413
248,-0.045309696536
249,0.0127500966444
250,0.0730605438894
251,0.147050686081
252,0.243089982985
253,0.356857754763
254,0.468223585715
255,0.562098115077
256,0.631936517285
257,0.678106411724
258,0.71006994338
259,0.734477307448
260,0.747062712376
261,0.741106023969
262,0.70960622396
263,0.649024505442
264,0.563031237738
265,0.463212204566
266,0.366009719669
267,0.285101006633
268,0.228878002348
269,0.192701571223
270,0.160649113487
271,0.117976494447
272,0.0573240774968
273,-0.0201196656257
274,-0.106706004173
275,-0.192136827139
276,-0.265271323159
277,-0.318791670874
278,-0.350980955092
279,-0.36549612766
280,-0.370257542038
281,-0.374130569069
282,-0.38275217567
283,-0.396496973851
284,-0.413998870454
285,-0.433121888271
286,-0.453379526854
287,-0.474180131292
288,-0.492925734253
289,-0.507199120639
290,-0.514167414673
291,-0.509971791254
292,-0.494550388097
293,-0.472245037649
294,-0.447006623035
295,-0.41978965103
296,-0.393795174072
297,-0.367140517725
298,-0.333446542052
299,-0.285013208552
300,-0.211306528372
301,-0.102734901861
302,0.037067940678
303,0.185597360397
304,0.307065811097
305,0.37684285523
306,0.405146227003
307,0.426648154937
308,0.475407719913
309,0.57254253913
310,0.70775974977
311,0.84113856789
312,0.924667612005
313,0.93122756049
314,0.860123973632
315,0.737790760496
316,0.600723782737
317,0.480142188034
318,0.391991115499
319,0.334038923573
320,0.292586857659
321,0.250413691818
322,0.193563029213
323,0.116049182774
324,0.0225554897539
325,-0.0783067376844
326,-0.175963038126
327,-0.259832731521
328,-0.321767597971
329,-0.35864841192
330,-0.373718644594
331,-0.373496265689
332,-0.365725947532
333,-0.358117460019
334,-0.357748586398
335,-0.367959018418
336,-0.388142886495
337,-0.414884587583
338,-0.44231371509
339,-0.464680466747
340,-0.479024285193
341,-0.48481062629
342,-0.484739050463
343,-0.482098722043
344,-0.478376079494
345,-0.471509543343
346,-0.458358040017
347,-0.431896450141
348,-0.388971812115
349,-0.330870453655
350,-0.262865198324
351,-0.19228733815
352,-0.125798562755
353,-0.0653990504428
354,-0.00777526431788
355,0.0539502225797
356,0.127301777833
357,0.215225502287
358,0.312250001501
359,0.408098048209
360,0.494351221215
361,0.568141968373
362,0.629467704871
363,0.679241745289
364,0.715613605862
365,0.736986006081
366,0.740741499717
367,0.724385261997
368,0.686482903429
369,0.631165632787
370,0.567034855961
371,0.501566650816
372,0.437732537166
373,0.371072637678
374,0.289942454814
375,0.191318932762
376,0.0775666742154
377,-0.0429229779288
378,-0.15777558156
379,-0.255976980048
380,-0.333555707668
381,-0.391180731877
382,-0.432246354119
383,-0.463651749405
384,-0.490423765242
385,-0.512416653345
386,-0.525942077409
387,-0.529854766941
388,-0.525441852628
389,-0.513876784552
390,-0.496747467696
391,-0.476334348104
392,-0.455351141275
393,-0.436199839288
394,-0.420389884203
395,-0.407669184862
396,-0.395323546464
397,-0.379875212975
398,-0.359885214939
399,-0.334992729064
400,-0.307040753745
401,-0.279947525599
402,-0.254937183623
403,-0.224377890877
404,-0.177312963951
405,-0.102853455681
406,0.00217117203029
407,0.126319532003
408,0.2421448401
409,0.318844234237
410,0.350988389044
411,0.364883714441
412,0.400037971772
413,0.490291437022
414,0.631720445181
415,0.785293651246
416,0.90030884852
417,0.939804121939
418,0.895308984027
419,0.786410333245
420,0.64990088293
421,0.522439151726
422,0.427185108805
423,0.367096132871
424,0.326865236753
425,0.282834120505
426,0.217543492442
427,0.127650007221
428,0.0210341830173
429,-0.0901986359031
430,-0.194916011606
431,-0.282452501352
432,-0.345562449499
433,-0.382205234501
434,-0.397176729562
435,-0.396747735752
436,-0.389244293072
437,-0.382283091503
438,-0.382637696897
439,-0.392129445716
440,-0.409100008083
441,-0.428796339473
442,-0.443887461773
443,-0.449445307877
444,-0.44473316379
445,-0.431027745936
446,-0.411961022002
447,-0.392590960206
448,-0.376407464426
449,-0.364614153674
